comment_normalized	hate	spam	obscene	class
یاس مردم منتظر اهنگ اعتراضی هستن	0	0	0	clean
یک پنجم بنزین مصرفی واریز میکنن 😮 😮	0	0	0	clean
تواین مدت کجا بودی رامبد خان 😢 😢 😮 😮	0	0	0	clean
ایشاالا زودتر خب شی 😢 💔	0	0	0	clean
جیگرم اتیش گرفته خداونداا 😭 😭	0	0	0	clean
چی میگی اقای پرستویی؟؟	0	0	0	clean
بنام خدای رنگین‌کمون‌ها 💔	0	0	0	clean
نه تلفن و نه سایتتون جواب نمیده واسه خرید	0	0	0	clean
هاله ای از نور دور عطاران احمدی نژاد 😂 😂	0	0	0	clean
چه عجب اقای عقیلی	0	0	0	clean
کجایی گشت ارشاد برای ایران	0	0	0	clean
✌🏻 😭 🕊 برای قضاوت های تو خالی	0	0	0	clean
چفیه قرمز چی میگه 😮	0	0	0	clean
خدا خودش باید ظهور کنه 💔	0	0	0	clean
و ما همچنان منتظرر جیران هستیم 😮‍💨 😮‍💨 😮‍💨	0	0	0	clean
قلبم تیکه تیکه شد 😢	0	0	0	clean
چرا کامنتا پاک شدن 😮	0	0	0	clean
این مردم کیان ؟ برام سوال ع 😐	0	0	0	clean
تا دیروز هشتک حمایت ارتش میزدین چیشد په	0	0	0	clean
از مردمت حمایت کن مرد 😐	0	0	0	clean
الان خیلی گرون شده 😂 😂	0	0	0	clean
بسته های اینترنت ارزان 😐 😐	0	0	0	clean
برم دوباره تپسی نصب کنم 😭 😭	0	0	0	clean
درسته ازت خوشم نمیاد ولی موافقم 🙌	0	0	0	clean
فرشته حسینی ونویدمحمدزاده ❤ برگردید 🥺 😭 😭 چه حیف 😔 😔	0	0	0	clean
مگه پخش شد؟؟ 😮 😮	0	0	0	clean
وای از دل مادر 😭 😭	0	0	0	clean
😢 تسلیت ما ایرانیان اسرائیل بهموطنان کردستان	0	0	0	clean
حسن سلطان کشتی ازاد تویی مردد همه رو با اختلاف نابود کردی ❤ ❤	0	0	0	clean
حمایت از زندانیان سیاسی	0	0	0	clean
اوه چه عجب اقای جوان 	0	0	0	clean
صدای بچه های اعدامی باشید 😢	0	0	0	clean
من چرا اشکام بند نمیاد خداا 🥺 🥺 😭 😭 🥺 😭 😭 🥺 🥺	0	0	0	clean
اگرازفرداصدایمان نیامد صدایمان باشیدجمعه خونین زاهدان	0	0	0	clean
و همچنان ادامه داره 😮 😮	0	0	0	clean
چه کنم که غریبست دلم در وطنم 💔	0	0	0	clean
ادمین مفقوت شده جواب نمیده 😂 😂	0	0	0	clean
خدایا خودت کجایی پس بخدا خسته شدیم 😔 😔	0	0	0	clean
💔 چقدر دلم گرفت	0	0	0	clean
چه عجب اقای فرهادی	0	0	0	clean
دکور جالب نبود اصلا 😢	0	0	0	clean
 اخبارفوری بدون سانسور ایران	0	0	0	clean
وقتی که برانکوی عزیزمون بود 🥺 💔 💔	0	0	0	clean
شهدای جمعه خونین زاهدان	0	0	0	clean
ولی متأسفانه کل ورزش ما سیاسی است	0	0	0	clean
پرستو میدان	0	0	0	clean
ماای هاارتت 🙂 😭 😭	0	0	0	clean
ادمین و ادیتور حق گو 🥲 🥲	0	0	0	clean
کاش میشد مرد واسه این همه درد 😭	0	0	0	clean
وای چه عجب خیلی منتظر بودم	0	0	0	clean
من میزنم از نت خودم کسر میشه همیشه	0	0	0	clean
دوهزار کیلومتر مسافتو تومن ریختن 😐 😐	0	0	0	clean
ممنون میشیم مانع حکم اعدام بشوید	0	0	0	clean
جوجه رنگی 😂 😂	0	0	0	clean
اخی دزدیده بودنت که	0	0	0	clean
حرمت چادرو حداقل نگهدار لااقل 😐	0	0	0	clean
دیره خیلی هم دیره تا الان کجا بودی؟	0	0	0	clean
از کجا فهمیدی	0	0	0	clean
ولش کن محسن کشتیش 😐	0	0	0	clean
من اصن یادم نیست چیشده بود 😑	0	0	0	clean
وایی دوتا اسطورهه 😭 😭	0	0	0	clean
چرا این قدر این برنامه سانسور داشت ؟	0	0	0	clean
فک میکنم که اونیکه کنارت نشسته همجنس خودته	0	0	0	clean
خب چراخوشحالی 😮	0	0	0	clean
فکر کنم رامبد هک شده 😮	0	0	0	clean
عیدی مگ پولی میش؟؟ 😮 😮	0	0	0	clean
احمدی نژاد و روخانی 😂 😂	0	0	0	clean
ممنون که به سهم خودتون بی تفاوت نیستید	0	0	0	clean
زندانیان سیاسی ازاد باید گردند	0	0	0	clean
کلیپ جعلی هست با زیر صدای گوینده	0	0	0	clean
اون ت‌و عینک کیه 🙄 🙄 🤔	0	0	0	clean
برگردید به روال قبل اینجوری اصلا خوب نیست	0	0	0	clean
یکی بره همشون بیدار کند جیران تکلیفشو روشن کند 😮	0	0	0	clean
زکیی زحمت کشیدین یموقع همراه اول ورشکست نشه	0	0	0	clean
دماغو قربون 😂 😂	0	0	0	clean
البته با کلی سانسور	0	0	0	clean
تپسی دچار اختلال شده؟	0	0	0	clean
قربون شیرین بودناتون تو خوب بد زشت 👦 👦 👩 👩	0	0	0	clean
چه عجب شما حرف زدی؟؟	0	0	0	clean
رعنا رحیم پور پرستوی قدیمی	1	0	1	hateobscene
بمیرم برای دلتون حالتون اوضاعتون دردتون	0	0	0	clean
برای مردم از فقر جانی نمانده	1	0	0	hate
من بمیرم براش 😭	0	0	0	clean
گی بخور	1	0	0	hate
 از بابات چه خبر؟	0	0	0	clean
چه عجب زحمت افتادین 	0	0	0	clean
چرا سکوت کردی اقای عطاران	0	0	0	clean
تا الان کجا بود خانم افشار	0	0	0	clean
💔 پشت هم باشیم حتی الکی	0	0	0	clean
متاسفانه از دیشب خوب نبود	0	0	0	clean
ریحانه جان یاواش یاواش سفی لیرن دای 😐	0	0	0	clean
سانسور شده بود بعضی جاها؟؟	0	0	0	clean
چرا تو این وضعیت قصد ترک وطن داشتید؟	0	0	0	clean
😑 😑 برای محسن دعا کنید	0	0	0	clean
پیر شدی مرد	0	0	0	clean
چطوری رضا 😂 پیر شدی رفت	0	0	0	clean
خیلی خسته ایم خیلی 😭 😭	0	0	0	clean
🥺 🥺 😭 😭 قلبم درد گرفت بخدا	0	0	0	clean
نسخه جدید ایرانسل من اصلا سرعت نداره 😮 😮	0	0	0	clean
ماله کش اعظم نظام	1	0	0	hate
من مردم برات پدرم 😭 😭	0	0	0	clean
نیومده میخوای جایزه بدیش؟ 😮	0	0	0	clean
بازنشستگان تامین اجتماعی رو دریابید 💔 💔	0	0	0	clean
جدید ساختن یا قبلیه؟ مگه کرونا تموم شده 😮	0	0	0	clean
چیشد 😮	0	0	0	clean
پاندای کونگ فو کار	0	0	0	clean
تیپ رامبد اصلا جالب نبود	0	0	0	clean
💔 💔 حامی علی کریمی هستم 💔 💔	0	0	0	clean
چرا اینقدر اینترنت گرون کردید	0	0	0	clean
جرم تو چیست نازنین ؟صدق وصفا وراستی	0	0	0	clean
دردی بزرگتر از این مصیبت خدایا کجایی 😭 😭	0	0	0	clean
بمیرم برای پدر و مادرش	0	0	0	clean
چه عجب سکوت پس چی شد؟؟	0	0	0	clean
شادمهر خواهش میکنم کمکمون کن داریم نابود میشیم	0	0	0	clean
ما مردم یادمون نمیره	0	0	0	clean
بنازم به این پستی بلندی	0	0	0	clean
وای حسین کشته شد	0	0	0	clean
ظلم پایدار نخواهد ماند	0	0	0	clean
با دشمن همصدا نشوید	0	0	0	clean
خیلی تاثیر گذار بود	0	0	0	clean
بزرگ زاده ❤️	0	0	0	clean
تا حالا کجا بودی اقا بهرام 	0	0	0	clean
خوشامدید اقای بیرانوند	0	0	0	clean
چرا سانسور میکنید رقصارو اخه	0	0	0	clean
زندانیان سیاسی ازاد باید کردد	0	0	0	clean
چقد غم انگیز شده ایرانمان 😭 😭	0	0	0	clean
چه عجب رخ نمایان کردی اقای سینمای مردم	0	0	0	clean
خبری که از رسانه ها سانسور شد	0	0	0	clean
خرس از خواب زمستانی بیدار شده ماشالله	0	0	0	clean
دلتنگ شما 💔	0	0	0	clean
ولی ظلم پایدار نمیمونه	0	0	0	clean
چ کسی هس 😮 گل	0	0	0	clean
سکوت کردی اقا مهران 😢	0	0	0	clean
ازادی بدون سانسور	0	0	0	clean
یه چیزی بگو 🤐	0	0	0	clean
چقدر زود فهمیدی کورد کردستان 😐 😐	0	0	0	clean
دخترامون رفتن گل بچینن از الان 🤔 😣	0	0	0	clean
صدای زندانیان سیاسی و جوانان مملکتمون باشید 	0	0	0	clean
غزل شجاعی دختر اقای جوان 😮 😮	0	0	0	clean
چه امنیت بالایی داریم تو اتوبان 😮	0	0	0	clean
با ماسک چرا چشاشو بستن	0	0	0	clean
چه عجب	0	0	0	clean
چه عجب 	0	0	0	clean
شیر دات بشین خوت عاجز مکو سالار تو اگه اویدی گرفتنت الان دو سیلی خردی هر چی تجاوز هر چی اختلاس هر خلافی کردی نکردی بگردن گری تازه همه رو فروشی بشین سر جات سنگ سر جا خوس سنگینه 😂 😂	1	0	0	hate
فعلا که تنها ظلم پایداره	0	0	0	clean
کم پیدا؟ چه عجب	0	0	0	clean
سیستان‌بلوچستان 💔	0	0	0	clean
الان میشه وارد اسانسوربشه 😮	0	0	0	clean
اقای جوان برای اقامت فرزندتون مشکلی پیش نیاد با این پستی که گذاشتی	0	0	0	clean
چرا انقدر پیر شدی	0	0	0	clean
 وای نوید کشته شد 😂	0	0	0	clean
ناموسا چقدر پیر شدی خدایی 😔 😔	0	0	0	clean
بیانیه ات را زمین بگذار همراه شو	0	0	0	clean
جالبه باید برم یه بار 😮 😂 سکته نکنم صلوات	0	0	0	clean
د ول کن د اقا 😆 😆	0	0	0	clean
ابلق جالب نبود خیلی فیلم ابکی بود	0	0	0	clean
والا ظلم تو ایران خیلی پایدار مونده	0	0	0	clean
صدای اعدامی ها باشید	0	0	0	clean
چه عجب صدات درامد اقای خندوانه 😢 😢	0	0	0	clean
خودت حلقه دستته 😮	0	0	0	clean
💔 قلبمون به درد اومد	0	0	0	clean
چه عجب یادت اومد پست بزاری	0	0	0	clean
امیدوارم توفیقش نصیبتون بشه 😑	0	0	0	clean
💔 💔 حال ایران خوب نیست مهسا امینی	0	0	0	clean
با این ادا اصول بازیا دلتونو گرم کنید	0	0	0	clean
هه خدا هاواار ای چه روزگار گنیه 😔 😭	0	0	0	clean
چرا قیصر تو انتخاب هیچکس نبود 🙄 🤔 🤨	0	0	0	clean
یک گیگ تومان این کجاش درصد نت بیشتره 😮	0	0	0	clean
دکور جالب نبود فقط	0	0	0	clean
ای زنده ای رامبد 😮	0	0	0	clean
شما را که دزدیده بودند	0	0	0	clean
اخ بمیرم اخ بمیرم 😭 😭	0	0	0	clean
چقدر غم انگیز بود 😭 😭	0	0	0	clean
بانو یه حرکتی پستی حمایتی	0	0	0	clean
مراقب دخترانتون باشید در شهر پلیس هست 😭 😭	0	0	0	clean
چه عجب شما هم اعلام حضور کردی بالاخره	0	0	0	clean
تا دیروز کجا بودی 	0	0	0	clean
حتما از خواب بیدار شدی	0	0	0	clean
خوب نبود اقای جوان انرژیتون افتاده	0	0	0	clean
پایدار میمونه دیگ اوجور نی بابا 😐 😐	0	0	0	clean
بچه کجایی؟ 😐	0	0	0	clean
چه عجب از این طرفا اقای رامبد	0	0	0	clean
تاوانش از چشم و دل رفتن مردمه	0	0	0	clean
تازه از خواب بیدار شده	0	0	0	clean
اقا خیلی بسته هاتونو گرون کردید	0	0	0	clean
دیر شده واسه این حرف ها خیلی دیر	0	0	0	clean
طالبان براشون تجدید خاطره کرده 😮	0	0	0	clean
خب گفتی عمامه شما واسه چی میوفتاد زمین؟ 🌝 🌝	0	0	0	clean
جمعه خونین زاهدان خاش	0	0	0	clean
فقط صدا فایده نداره کاری کنید کارستان	0	0	0	clean
خدا خودت ظهور کن 😐	0	0	0	clean
دکور برنامه جالب نبود	0	0	0	clean
خیلی تاثیر گذار بود 😂	0	0	0	clean
😂 خیلی تاثیر گذار بود	0	0	0	clean
اولیه چقدر شبیه مهران رجبیه 😮	0	0	0	clean
توله خانومام	0	1	0	spam
زمانی که وریا رو سانسور کردی فکر اینجاشو می کردی	0	0	0	clean
کار این معلم اصلا درست نیست	0	0	0	clean
ولی من میگم اعتراف اجباری 😢 😢	0	0	0	clean
🥺 🥺 بسته هاتون گرون شده چرا	0	0	0	clean
با اینها شاد شیم 😑	0	0	0	clean
بازی قطع شده اختلال داره چرا؟	0	0	0	clean
تا الان کجا بود اقاا	0	0	0	clean
سلام شدی شکل احمدی نژاد	0	0	0	clean
فوتوشاپ بهتر این دیدم	0	0	0	clean
چراا خدا صدای این مادرا را پاسخ نمده؟؟ 😭 😭	0	0	0	clean
بهرام جان حدیث تعریف میکنی 😮 😮	0	0	0	clean
چقدر دیرر 💔 انتظار بیشتری ازت داشتیم	0	0	0	clean
باشگاه برو هیکلت بساز	0	0	0	clean
قمار بازیه صد رحمت برنده شدن تو لاتاری	0	0	0	clean
یدونه ای پسر خاله	0	0	0	clean
کاش پیروز بشیم 💔 💔	0	0	0	clean
جناب اقای رائفی پور	0	0	0	clean
خسته نشدی ؟ اینم اصن نباید پست میکردی	0	0	0	clean
چقدر شبیه میا خلیفه است 😮	0	0	0	clean
خدایا واقعا اون دختره نمیترسه ازین؟؟	0	0	0	clean
وای خدا صدای گریه های توی خونه 😭 😭	0	0	0	clean
تمام شد خیلی تاثیر گذار بود	0	0	0	clean
کاپیتان سردار دلها و مظهر شرافت ضد دیکتاتوری	0	0	0	clean
خیلی ترسیده شکست رو حس کرده	0	0	0	clean
بنزین واسه خودتون کرایه ها رو زیاد کنید 😮	0	0	0	clean
😭 😭 خدا یا کجایی هستی میبینی	0	0	0	clean
توروخدا کمک بچها کنید دیگه تاب نداریم 😭 😭	0	0	0	clean
هیچ ظلمی پایدار نیست 👎🏿 👎🏿 👎🏿 تو گوچه ماهم عروسی میشه 🌱 🌱	0	0	0	clean
ادم بیکار زیاده متاسفانه	0	0	0	clean
ظلم هیچوقت پایدار نیست 😓 😓	0	0	0	clean
الهی بگردم پدر جان ایشالا تاوان پس میدن	0	0	0	clean
وای بهرام اکانت توئیتر داشتیی چرا من نفمیدمم 😂 😭	0	0	0	clean
شبیه احمدی نژاد ش	0	0	0	clean
تو رو خدا بزنید من فوتبال نمیبینم 😭	0	0	0	clean
چه عجب کامنت باز گذاشتی اقای مردم دار	0	0	0	clean
مردون میدین من لاستیکام خرابه	0	0	0	clean
مدیری بیا از گوهمون بخور	1	0	0	hate
نکمرح وای شکرر 😭 😭	0	0	0	clean
ظلم ظلمه حالا یکم ناپایدار	0	0	0	clean
اینجا که همراه اول قطع شده ؟؟ 😭 😭	0	0	0	clean
پاندای کونگ فو کار 😂 😂	0	0	0	clean
گلبمم 😭 😭	0	0	0	clean
خسته شدی که اینجوری	0	0	0	clean
عع گشت ارشاد کجا بود پس	0	0	0	clean
چراچشاتو این رنگی کردی 😮	0	0	0	clean
کاش خدا حواسش بهمون باشه دیگه خسته شدیم 😔	0	0	0	clean
بالاخره پیدات شد زودتر از اینا منتظرت بودیم 💔	0	0	0	clean
مدتهاست 😭 😭	0	0	0	clean
چقد شبیه احمدی نژاد اینجا 😂 😂	0	0	0	clean
الهی بمیرم برای دلهای کشته شدتون	0	0	0	clean
😢 😢 😭 😭 داغونم	0	0	0	clean
خسته شدی واقعا	0	0	0	clean
با رای مردم؟؟ 😮	0	0	0	clean
سید دلار شد تومن 😭 😭	0	0	0	clean
حاجی پیر شدی	0	0	0	clean
بمیرم من برات 😭 😭	0	0	0	clean
یه رفراندوم بزارین تمام 😐	0	0	0	clean
دکور اصلا خوب نبود حالمونو گرفت به خدا	0	0	0	clean
چه عجب اقای جوان از این طرفا ؟؟	0	0	0	clean
اصلا یادم رفته کجاش بودیم 😐	0	0	0	clean
اطراف صومعه‌سرا اصلا نت خوب نیست	0	0	0	clean
همین ارشاد شد 🧐	0	0	0	clean
😐 اقا چرا جواب نمی‌دین	0	0	0	clean
خدمات غیر الکترونیک چیه دیگه 😮	0	0	0	clean
من امروز مردم تا ترک بیاد چرا ندادی 😭 😭	0	0	0	clean
جدی 😮 😮	0	0	0	clean
موهات چطور در اومدن 😮	0	0	0	clean
ما کارمندها قشر ضعیف جامعه هستیم	0	0	0	clean
😭 😭 خدای رنگین کمان کجایی	0	0	0	clean
مام 😮	0	0	0	clean
چه عجب یه پست خوب	0	0	0	clean
رفتنت مثل ی کابوسه رفتنت تو بغل یکی دیگه کردنت ی بازیچه حالا ول کردنت حفظی بخونش	1	0	0	hate
چقد پیر شدی اخیی 😂	0	0	0	clean
سرعت نت با همراه اول اصلا خوب نیست	0	0	0	clean
وای الهی بمیرم 😭	0	0	0	clean
وای که چقد دلمون برات تنگگ شده حاجی 😭	0	0	0	clean
ظلم هیچ وقت پایدار نیست	0	0	0	clean
ی طوری شبیه مهرادجم هست 😮	0	0	0	clean
پیر شدی دختر	0	0	0	clean
تا دیروز کجا بودی اقای رادان؟	0	0	0	clean
واقعا انتظار بیشتری میرقت از شما 😮	0	0	0	clean
ضد افتاب پوست چرب لافارر موجود نمیشه؟	0	1	0	spam
خوش هاتی ایلام مهران ✌️ 👍	0	0	0	clean
😐 😐 طبق کدوم اصل قانون؟	0	0	0	clean
حساب ندا حذف شد 😮	0	0	0	clean
یه جا گفته بودین که فقط زیر بیرق حسین سینه میزنی مطمئنید؟	1	0	0	hate
سلطان فوتوشاپ	0	0	0	clean
اوهاا 😮	0	0	0	clean
😭 😭 قلبم درد گرفت	0	0	0	clean
من سخنان شما قبول دارم بدون اینکه نگاه کنم شما یک اخوند یا هستید اما منی که سال ها تو روضه های امام حسین بودم الان باور دارم که سر ما با مداحی و عاشورا گرم کردند از حضرت زینب میگن و چادرش اینجا جلو تمام مردم تجاوز میشه به دختر از پاره شدن گوشواره میگن این جا داره بدن ها پاره پاره میکنند یزید هم اینکارها نمیکرد که این ها میکنند	1	0	0	hate
صبح بخیر زاده کردستان	0	0	0	clean
پشمام اینستا رفع فیلتر شد	0	0	0	clean
صدای زندانیان در بند باشیم	0	0	0	clean
نا امیدم کردی قهرمان 😭 نهه	0	0	0	clean
دختر شهید باکری خوب تو دهنی زد بهت	1	0	0	hate
وای خدای من کالبدگشایی 😮 😮	0	0	0	clean
ایا تا حالا کسی سهمیه سوخت گرفته	0	0	0	clean
واقعا خسته نشی با این حجم از حمایت	0	0	0	clean
خدایا اینو کجای دلمون بذاریم همینو کم داشتیم 😑	0	0	0	clean
اعتراف اجباری درقانون هم مردودوباطله	0	0	0	clean
اولین فیلمی ک یادمه مارمولکه	0	0	0	clean
هعی خدا خودت شاهدی 🥺 😮‍💨	0	0	0	clean
الهیی چقدر دلم سوخت براش 💔	0	0	0	clean
چه عجب جناب رامبد 	0	0	0	clean
راستی از اعدامی ها چه خبر؟؟	0	0	0	clean
نهه نمیخام 😮	0	0	0	clean
طفلیای شستشوی مغزی شده	0	0	0	clean
ای قلبم 😭 😭	0	0	0	clean
به به چه عجب نوید خان	0	0	0	clean
دل ادم مگه چقدر تحمل غم داره 😞 😞 😭	0	0	0	clean
چه عجب نویداقا به سخن اومدین	0	0	0	clean
بهنوش 😭 مهدی	0	0	0	clean
شبیه احمدی نژاد هم شده	0	0	0	clean
یکم دیر از خواب بیدار شدی	0	0	0	clean
همه‌ چی گرون شده	0	0	0	clean
چه عجب بلاخره حرفی زد	0	0	0	clean
💢 ملاها را بهتر بشناسیم	0	0	0	clean
خیلی تاثیر گذار بود تموم شد	0	0	0	clean
 اعتصاب چه ربطی به رفع اتحام داره؟ 😮	0	0	0	clean
این حرف ها	0	0	0	clean
چه عجب بیدارشدی بالاخره	0	0	0	clean
الهی بمیرم واسه دل این مادر 😭 😭	0	0	0	clean
بالاخره فهمیدم دختره ولی سیبیل گشیده واسه خودش	0	0	0	clean
وای وای وای خیلیی خبهه 😂 😂 😭	0	0	0	clean
کمک کنید حکم اعدام ها لغو بشه	0	0	0	clean
سامانه هم قطع کردی که 😠	0	0	0	clean
چی شد همه نت های ایرانسل قطع شد؟ 😮	0	0	0	clean
از حجم اینهمه غم واندوه چه کنیم 😭 😭	0	0	0	clean
چه عجب اقای جوان	0	0	0	clean
کاپیتان برا خودت و خانوادت سلامتی برا بدخواهت وبدخواه ایران نابودی خواستاریمدرود بر شرفت 	0	0	0	clean
یا خدا چه عکس وحشتناکی 😢	0	0	0	clean
پس نمیخوای بیای حاجی 🧐 🦦	0	0	0	clean
لباس سپاه و درجه داره	0	0	0	clean
کرماشانگم کوردوستانکم 💔	0	0	0	clean
خسته شدیم از دست اینا 😢 😢	0	0	0	clean
💔	0	0	0	clean
ظلم هیچ وقت موندگار نبوده و نیست	0	0	0	clean
دلار چند اقای رائفی پور	0	0	0	clean
پیر شدی جون	0	0	0	clean
ای خدای من اشکام بند نمیاد 😭 😭	0	0	0	clean
به دوتا خط دقیقه مکالمه داد 😐	0	0	0	clean
خدایا خودت کمکمون کن دیگه نمیدونم چی بگم 😭 😭	0	0	0	clean
کوییز قط شده 😮 😮	0	0	0	clean
 قیام خونین برو بخون	0	0	0	clean
اصحاب کهف از خواب بیدار شدن انشاالله	0	0	0	clean
زنده باده شرکت میهن	0	0	0	clean
قهره انگار 😭 😭 😔 😔	0	0	0	clean
ندیدییم ک 😭 😭 ای خداا	0	0	0	clean
اینجا شبیه احمدی نژاد شدی 😂	0	0	0	clean
ای کاش از ایران نمی‌رفتی 😑 💔	0	0	0	clean
بدنبود ادا بازی بزارید جناب خان روبیارید	0	0	0	clean
ناموسه کشتی هسی	0	0	0	clean
یکی از خاطرات بچه گی هامون 😭 😭	0	0	0	clean
وای خدا اینکه اصغر امبولانسیه 😮 😮	0	0	0	clean
تحقیق از شرکت دولتی	0	0	0	clean
انتظارمون از شما بیشتر از اینهاست اقا نوید 🧐	0	0	0	clean
احمدی نژاد و ونزوئلا 😂	0	0	0	clean
صدای بچه های اعدامی باشید	0	0	0	clean
باورم نمیشه واقعا اقای تنابنده هستند 😮 😮	0	0	0	clean
نت رو هم گرون کردین	0	0	0	clean
ی اهنگ اعتراضی بخون	0	0	0	clean
چه عجب جناب فرهادی	0	0	0	clean
سهمیه رو کم ریختین	0	0	0	clean
چه عجب جناب فرهادی 	0	0	0	clean
در مورد تو هیچ فکری نمی‌کنیم	0	0	0	clean
هیکلت تکه بووس	0	0	0	clean
دلتنگ جیرانیم 💔	0	0	0	clean
کارش اصلا درست نیست	0	0	0	clean
هیس 🤫 حله؟	0	0	0	clean
ی عمامه هم بذارین با قرائتی مو نمیزنین 😂	0	0	0	clean
بیمه تکمیلی دوبرابر ونیم شده استاد 😮 😮	0	0	0	clean
دستگیری حسین اقا راسته؟	0	0	0	clean
چرا ساکتی ؟ مهسا امینی	0	0	0	clean
خوبه فوتبال هم بلد نیستی	0	0	0	clean
بسته های قبلی رو برگردون 😮	0	0	0	clean
سانسور پدر برنامه رو در اورده 🙁 چه کنیم ؟؟	0	0	0	clean
درد هم حد داره اخه 😭	0	0	0	clean
ما هم بسیار متاسفیم 😢 😢	0	0	0	clean
حداقل لباستو صاف میکردی 😮 😂	0	0	0	clean
مجلس اولترا انقلابی خودشو هم سانسور می کنه	0	0	0	clean
شبیه احمدی نژاد شدی چرا 😂 😂	0	0	0	clean
رامبد جوان چه عجب بابا گل کاشتی	0	0	0	clean
روسری دور گردنت تابلوعه	0	0	0	clean
واقعا بغض کردم 😭 😭	0	0	0	clean
چرا اینقدر سانسور داشت	0	0	0	clean
نت شما هم ضعیف شده ؟ 🥲	0	0	0	clean
همه چی رو دوش مردمه این درست نیست	0	0	0	clean
نمیخواد بسیار بسیار بسیار متاسف باشی	0	0	0	clean
جستجوی 😮	0	0	0	clean
فقط ساتیوا میره تو مغزی	0	0	0	clean
شک‌دارم به این که فرزند استاد باشید 💔	0	0	0	clean
مثل احمدی نژاد هستی	0	0	0	clean
چجوری این سوال سخت شد؟ 😑 😑	0	0	0	clean
چقد کامنت 😮	0	0	0	clean
چه عجب بلاخره یادتون افتاد اقای جوان	0	0	0	clean
متاسفانه اینا سانسور میشه و نشون داده نمیشه	0	0	0	clean
جان زندانیان سیاسی در خطر است	0	0	0	clean
زحمت نشع یع پستی گذاشتی استاد	0	0	0	clean
اوه چ شخص مهمی 😐	0	0	0	clean
وای خدا من ذوقق 😭 😭	0	0	0	clean
خدا بهمون رحم کنه فقط 💔	0	0	0	clean
دکور اصلا خوب نبود	0	0	0	clean
خوب نبود رامبد ک خیلی مصنوعی اجرا کردی	0	0	0	clean
یا خدا غذا ها رو 😮 جام خالی 😂	0	0	0	clean
کاش این برنامه چرتو ساعت کودکان پخش کنید	0	0	0	clean
چه عجب به غیرت اومدی	0	0	0	clean
وایی دختر مردم 😭	0	0	0	clean
ظلم یعنی دست گرمی پرفریب	0	0	0	clean
چه عجب از اقای جوان	0	0	0	clean
صدای کسانی که حکم اعدام گرفتن باشیم	0	0	0	clean
ما انگار داریم عیدی میدیم به همراه اول 😮	0	0	0	clean
خیلی سرعتتون ضعیف شده	0	0	0	clean
پستی میفرستین	0	0	0	clean
😮 😮 چرا این کارو با بچه ها میکنه؟؟	0	0	0	clean
اصن گوشیم زنگ نخورده اس میاد و با شماره 😐	0	0	0	clean
از خواب بیدار شدی اقای جوان؟؟	0	0	0	clean
شعورو درک همه جانبه	0	0	0	clean
چه عجب پیدات شد رامبد	0	0	0	clean
چه عجب رامبد پیدات شد	0	0	0	clean
چرا اینقدر گرون کردین اگهی های دیوار	0	0	0	clean
این دیگ خیلی تاثیر گذار بود	0	0	0	clean
عه نه نفهمیدیم که اصن 😐	0	0	0	clean
نت داغونه یه فکری کنید براش	0	0	0	clean
😭 😭 عشقمادرانه	0	0	0	clean
اخ من الهی بمیرم 😭 😭	0	0	0	clean
اتاق روانی اصلأ ترسناک نبود	0	0	0	clean
😐 😐 چرا اینقدر کم واریز کردن	0	0	0	clean
چه عجب صدا هنرپیشه ها دراومد	0	0	0	clean
هم دردیم خواهرم بخدا هم دردیم 😭 😭	0	0	0	clean
موضوع جالب اجرا خیلی ضعیف	0	0	0	clean
ایرانسل عزیز ؛ خیلی مزخرفی	0	0	0	clean
اقا امین شبیه احمدی نژاد شدی 😂	0	0	0	clean
ینی این مهران غفوریان ه؟ 😐	0	0	0	clean
چرادرباره توماج هیچی نمیگی 😭	0	0	0	clean
دریغ از لایکتت	0	0	0	clean
وای چقد همصداست 😮	0	0	0	clean
چه عجب ببر کردستان	0	0	0	clean
برامن هزار ریختن 😮	0	0	0	clean
چه عجب زبان باز کردی	0	0	0	clean
برای اخرین بار ترا خدا نگه دار 💔	0	0	0	clean
من بمیرم واسه تو که اسباب بازی نداری 🙃 💔	0	0	0	clean
تجمع اعتراضی هواداران پرسپولیس	0	0	0	clean
بمیرم الهی من 😭 😭	0	0	0	clean
بهمن خونین جاویدان	0	0	0	clean
از چشماشون اوج درد رو میشه دید 💔	0	0	0	clean
پس اون هیکلت کجاست 😂 😂	0	0	0	clean
ماشالا پرویز خان… یاد بگیرن بقیه سلبریتی ها	0	0	0	clean
ایستادن فایده نداره کاری کنید	0	0	0	clean
خدایا دقیقا کجای جهانی 😭 😭	0	0	0	clean
😮 سلاماقا می گ	0	0	0	clean
واای از دل مادر و پدرش 😭 😭	0	0	0	clean
چه عجب بهرام جان یه حرفی زدی	0	0	0	clean
واسه چی زدی نداره دیگه صبح بخیر	0	0	0	clean
میخوایین گشت ارشاد راه بندازین؟	0	0	0	clean
حالا چقدرشو سانسور کردن خدا میدونه	0	0	0	clean
اصلا جالب نبود سرد و خشک	0	0	0	clean
چرا سکوت کردی مگه تو کرد نیست؟	0	0	0	clean
دریغ از هزارتمن جایزه ایهمه استفاده میکنم ازش	0	0	0	clean
افرین به شجاعت و جسارت شما نماینده واقعی مردم ایرانید درود بر شرفت	0	0	0	clean
چه عجب بیدار شدی	0	0	0	clean
چه عجب دیدی اقا نوید	0	0	0	clean
